Date,Temperature,Wind_Speed,Rain,Score
2025-07-05,21,3,0,16
2025-07-06,17,3,12,11
2025-07-07,17,4,4,12
2025-07-08,19,4,0,15
2025-07-09,22,2,0,18
2025-07-10,20,2,0,17
